2499000.043	0.0755344	-86.8203	0.650439	-0.000258464	0.03703	0.176429	0.786766	3.35571e-05	-0.00180742	-1.65674e-06	0.46816	0.238495	-0.21889	0.000925329	0.0111213	0.77472	0.173672	0.00275624	0.000743399	0.0362866
2499000.118	0.0755384	-86.7704	-0.652542	0.000259218	0.0370284	0.176449	0.786261	2.62147e-06	-0.00180699	-1.66411e-06	0.448106	0.217861	-0.219139	-0.000776819	0.0135632	0.773474	0.173665	0.00278428	0.000743371	0.036285
2499000.194	0.0755344	-86.8204	0.650439	-0.000258464	0.0370267	0.176429	0.786769	3.3557e-05	-0.00180742	-1.65352e-06	0.468157	0.238482	-0.218878	0.00092533	0.0111213	0.774723	0.173673	0.00275625	0.000743332	0.0362834
2499000.270	0.0755383	-86.7704	-0.652542	0.000259218	0.037025	0.176449	0.786264	2.62138e-06	-0.00180699	-1.66087e-06	0.448103	0.217849	-0.219127	-0.000776819	0.0135632	0.773477	0.173665	0.00278428	0.000743304	0.0362817
2499000.345	0.0755343	-86.8204	0.650439	-0.000258464	0.0370234	0.176429	0.786772	3.35569e-05	-0.00180743	-1.6503e-06	0.468154	0.23847	-0.218866	0.00092533	0.0111213	0.774725	0.173673	0.00275625	0.000743265	0.0362801
2499000.421	0.0755383	-86.7704	-0.652543	0.000259218	0.0370217	0.17645	0.786267	2.62128e-06	-0.001807	-1.65764e-06	0.4481	0.217836	-0.219115	-0.000776819	0.0135633	0.77348	0.173665	0.00278429	0.000743238	0.0362784
2499000.496	0.0755343	-86.8204	0.650439	-0.000258465	0.03702	0.17643	0.786775	3.35568e-05	-0.00180743	-1.64708e-06	0.468151	0.238457	-0.218855	0.000925331	0.0111214	0.774728	0.173674	0.00275625	0.000743199	0.0362768
2499000.572	0.0755383	-86.7704	-0.652543	0.000259218	0.0370184	0.17645	0.78627	2.62119e-06	-0.001807	-1.65441e-06	0.448097	0.217824	-0.219103	-0.000776819	0.0135633	0.773483	0.173666	0.00278429	0.000743171	0.0362752
2499000.647	0.0755343	-86.8204	0.65044	-0.000258465	0.0370167	0.17643	0.786778	3.35567e-05	-0.00180744	-1.64388e-06	0.468148	0.238445	-0.218843	0.000925331	0.0111214	0.774731	0.173674	0.00275626	0.000743132	0.0362736
2499000.723	0.0755383	-86.7704	-0.652543	0.000259218	0.037015	0.176451	0.786273	2.62109e-06	-0.001807	-1.65119e-06	0.448094	0.217811	-0.219092	-0.00077682	0.0135634	0.773486	0.173666	0.0027843	0.000743104	0.0362719
2499000.798	0.0755343	-86.8204	0.65044	-0.000258465	0.0370134	0.176431	0.786781	3.35566e-05	-0.00180744	-1.64068e-06	0.468145	0.238432	-0.218831	0.000925331	0.0111215	0.774734	0.173674	0.00275626	0.000743065	0.0362703
2499000.874	0.0755382	-86.7704	-0.652543	0.000259218	0.0370117	0.176451	0.786276	2.621e-06	-0.00180701	-1.64798e-06	0.448091	0.217799	-0.21908	-0.00077682	0.0135634	0.773489	0.173667	0.0027843	0.000743038	0.0362686
2499000.949	0.0755342	-86.8204	0.65044	-0.000258465	0.03701	0.176431	0.786784	3.35565e-05	-0.00180744	-1.63748e-06	0.468142	0.238419	-0.218819	0.000925332	0.0111215	0.774737	0.173675	0.00275627	0.000742999	0.036267
