2999000.026	0.0755344	-86.8203	0.650439	-0.000258464	0.0370307	0.176429	0.786766	3.35571e-05	-0.00180742	-1.6571e-06	0.46816	0.238496	-0.218891	0.000925329	0.0111213	0.774719	0.173672	0.00275624	0.000743413	0.0362873
2999000.102	0.0755384	-86.7704	-0.652542	0.000259218	0.0370291	0.176449	0.78626	2.62149e-06	-0.00180699	-1.66447e-06	0.448106	0.217862	-0.21914	-0.000776819	0.0135632	0.773474	0.173665	0.00278428	0.000743386	0.0362857
2999000.177	0.0755344	-86.8204	0.650439	-0.000258464	0.0370274	0.176429	0.786769	3.3557e-05	-0.00180742	-1.65387e-06	0.468157	0.238483	-0.218879	0.00092533	0.0111213	0.774722	0.173673	0.00275625	0.000743347	0.0362841
2999000.253	0.0755383	-86.7704	-0.652542	0.000259218	0.0370257	0.176449	0.786263	2.62139e-06	-0.00180699	-1.66123e-06	0.448104	0.21785	-0.219128	-0.000776819	0.0135632	0.773477	0.173665	0.00278428	0.000743319	0.0362824
2999000.328	0.0755343	-86.8204	0.650439	-0.000258464	0.0370241	0.176429	0.786771	3.35569e-05	-0.00180743	-1.65065e-06	0.468154	0.238471	-0.218867	0.00092533	0.0111213	0.774725	0.173673	0.00275625	0.00074328	0.0362808
2999000.404	0.0755383	-86.7704	-0.652542	0.000259218	0.0370224	0.17645	0.786266	2.6213e-06	-0.001807	-1.65799e-06	0.448101	0.217837	-0.219116	-0.000776819	0.0135633	0.77348	0.173665	0.00278429	0.000743252	0.0362792
2999000.479	0.0755343	-86.8204	0.650439	-0.000258465	0.0370207	0.17643	0.786774	3.35568e-05	-0.00180743	-1.64744e-06	0.468151	0.238458	-0.218856	0.000925331	0.0111214	0.774728	0.173673	0.00275625	0.000743213	0.0362775
2999000.555	0.0755383	-86.7704	-0.652543	0.000259218	0.0370191	0.17645	0.786269	2.6212e-06	-0.001807	-1.65477e-06	0.448098	0.217825	-0.219104	-0.000776819	0.0135633	0.773483	0.173666	0.00278429	0.000743185	0.0362759
2999000.630	0.0755343	-86.8204	0.65044	-0.000258465	0.0370174	0.17643	0.786777	3.35567e-05	-0.00180744	-1.64423e-06	0.468148	0.238446	-0.218844	0.000925331	0.0111214	0.774731	0.173674	0.00275626	0.000743146	0.0362743
2999000.706	0.0755383	-86.7704	-0.652543	0.000259218	0.0370157	0.17645	0.786272	2.62111e-06	-0.001807	-1.65154e-06	0.448095	0.217812	-0.219093	-0.00077682	0.0135633	0.773485	0.173666	0.00278429	0.000743119	0.0362726
2999000.781	0.0755343	-86.8204	0.65044	-0.000258465	0.0370141	0.176431	0.78678	3.35566e-05	-0.00180744	-1.64103e-06	0.468146	0.238433	-0.218832	0.000925331	0.0111214	0.774734	0.173674	0.00275626	0.00074308	0.036271
2999000.857	0.0755382	-86.7704	-0.652543	0.000259218	0.0370124	0.176451	0.786275	2.62101e-06	-0.00180701	-1.64833e-06	0.448092	0.2178	-0.219081	-0.00077682	0.0135634	0.773488	0.173667	0.0027843	0.000743052	0.0362694
2999000.933	0.0755342	-86.8204	0.65044	-0.000258465	0.0370107	0.176431	0.786783	3.35565e-05	-0.00180744	-1.63784e-06	0.468143	0.23842	-0.21882	0.000925332	0.0111215	0.774736	0.173675	0.00275626	0.000743013	0.0362677
2999001.008	0.0755382	-86.7704	-0.652544	0.000259218	0.0370091	0.176451	0.786278	2.62092e-06	-0.00180701	-1.64512e-06	0.448089	0.217787	-0.219069	-0.00077682	0.0135634	0.773491	0.173667	0.0027843	0.000742985	0.0362661
2999001.084	0.0755342	-86.8204	0.65044	-0.000258465	0.0370074	0.176431	0.786786	3.35564e-05	-0.00180745	-1.63465e-06	0.46814	0.238408	-0.218809	0.000925332	0.0111215	0.774739	0.173675	0.00275627	0.000742946	0.0362645
2999001.159	0.0755382	-86.7704	-0.652544	0.000259218	0.0370057	0.176452	0.786281	2.62082e-06	-0.00180702	-1.64192e-06	0.448086	0.217774	-0.219058	-0.00077682	0.0135635	0.773494	0.173667	0.0027843	0.000742919	0.0362628
2999001.235	0.0755342	-86.8204	0.65044	-0.000258465	0.0370041	0.176432	0.786789	3.35563e-05	-0.00180745	-1.63147e-06	0.468137	0.238395	-0.218797	0.000925332	0.0111216	0.774742	0.173675	0.00275627	0.00074288	0.0362612
2999001.310	0.0755381	-86.7704	-0.652544	0.000259218	0.0370024	0.176452	0.786284	2.62073e-06	-0.00180702	-1.63873e-06	0.448083	0.217762	-0.219046	-0.00077682	0.0135635	0.773497	0.173668	0.00278431	0.000742852	0.0362596
2999001.386	0.0755342	-86.8204	0.650441	-0.000258465	0.0370007	0.176432	0.786792	3.35562e-05	-0.00180746	-1.6283e-06	0.468134	0.238383	-0.218785	0.000925333	0.0111216	0.774745	0.173676	0.00275628	0.000742813	0.0362579
2999001.461	0.0755381	-86.7704	-0.652544	0.000259218	0.0369991	0.176452	0.786287	2.62063e-06	-0.00180702	-1.63554e-06	0.44808	0.217749	-0.219034	-0.00077682	0.0135635	0.7735	0.173668	0.00278431	0.000742785	0.0362563
