999000.022	0.0755384	-86.7703	-0.652542	0.000259218	0.0370307	0.176449	0.786259	2.62153e-06	-0.00180699	-1.66619e-06	0.448108	0.217869	-0.219146	-0.000776819	0.0135632	0.773472	0.173664	0.00278428	0.000743418	0.0362873
999000.098	0.0755344	-86.8204	0.650439	-0.000258464	0.037029	0.176429	0.786767	3.35571e-05	-0.00180742	-1.65559e-06	0.468159	0.23849	-0.218885	0.00092533	0.0111213	0.77472	0.173673	0.00275624	0.000743379	0.0362857
999000.173	0.0755384	-86.7704	-0.652542	0.000259218	0.0370274	0.176449	0.786262	2.62144e-06	-0.00180699	-1.66295e-06	0.448105	0.217856	-0.219134	-0.000776819	0.0135632	0.773475	0.173665	0.00278428	0.000743351	0.036284
999000.249	0.0755344	-86.8204	0.650439	-0.000258464	0.0370257	0.176429	0.78677	3.35569e-05	-0.00180743	-1.65236e-06	0.468156	0.238477	-0.218873	0.00092533	0.0111213	0.774723	0.173673	0.00275625	0.000743313	0.0362824
999000.324	0.0755383	-86.7704	-0.652542	0.000259218	0.037024	0.176449	0.786265	2.62134e-06	-0.00180699	-1.65971e-06	0.448102	0.217844	-0.219122	-0.000776819	0.0135633	0.773478	0.173665	0.00278428	0.000743285	0.0362808
999000.400	0.0755343	-86.8204	0.650439	-0.000258464	0.0370224	0.17643	0.786773	3.35568e-05	-0.00180743	-1.64914e-06	0.468153	0.238464	-0.218862	0.00092533	0.0111214	0.774726	0.173673	0.00275625	0.000743246	0.0362791
999000.475	0.0755383	-86.7704	-0.652543	0.000259218	0.0370207	0.17645	0.786268	2.62125e-06	-0.001807	-1.65648e-06	0.448099	0.217831	-0.21911	-0.000776819	0.0135633	0.773481	0.173666	0.00278429	0.000743218	0.0362775
999000.551	0.0755343	-86.8204	0.650439	-0.000258465	0.037019	0.17643	0.786776	3.35567e-05	-0.00180743	-1.64593e-06	0.46815	0.238452	-0.21885	0.000925331	0.0111214	0.774729	0.173674	0.00275625	0.000743179	0.0362759
999000.626	0.0755383	-86.7704	-0.652543	0.000259218	0.0370174	0.17645	0.786271	2.62115e-06	-0.001807	-1.65325e-06	0.448096	0.217818	-0.219099	-0.000776819	0.0135633	0.773484	0.173666	0.00278429	0.000743151	0.0362742
999000.702	0.0755343	-86.8204	0.65044	-0.000258465	0.0370157	0.17643	0.786779	3.35566e-05	-0.00180744	-1.64273e-06	0.468147	0.238439	-0.218838	0.000925331	0.0111214	0.774732	0.173674	0.00275626	0.000743112	0.0362726
999000.778	0.0755382	-86.7704	-0.652543	0.000259218	0.037014	0.176451	0.786273	2.62106e-06	-0.00180701	-1.65004e-06	0.448093	0.217806	-0.219087	-0.00077682	0.0135634	0.773487	0.173666	0.0027843	0.000743085	0.036271
999000.853	0.0755342	-86.8204	0.65044	-0.000258465	0.0370124	0.176431	0.786782	3.35565e-05	-0.00180744	-1.63953e-06	0.468144	0.238427	-0.218826	0.000925331	0.0111215	0.774735	0.173674	0.00275626	0.000743046	0.0362693
999000.929	0.0755382	-86.7704	-0.652543	0.000259218	0.0370107	0.176451	0.786276	2.62096e-06	-0.00180701	-1.64683e-06	0.44809	0.217793	-0.219075	-0.00077682	0.0135634	0.77349	0.173667	0.0027843	0.000743018	0.0362677
999001.004	0.0755342	-86.8204	0.65044	-0.000258465	0.037009	0.176431	0.786785	3.35564e-05	-0.00180745	-1.63634e-06	0.468141	0.238414	-0.218815	0.000925332	0.0111215	0.774738	0.173675	0.00275627	0.000742979	0.0362661
999001.080	0.0755382	-86.7704	-0.652544	0.000259218	0.0370074	0.176451	0.786279	2.62087e-06	-0.00180701	-1.64362e-06	0.448088	0.217781	-0.219063	-0.00077682	0.0135634	0.773493	0.173667	0.0027843	0.000742951	0.0362644
999001.155	0.0755342	-86.8204	0.65044	-0.000258465	0.0370057	0.176432	0.786788	3.35563e-05	-0.00180745	-1.63316e-06	0.468138	0.238402	-0.218803	0.000925332	0.0111215	0.774741	0.173675	0.00275627	0.000742912	0.0362628
999001.231	0.0755382	-86.7704	-0.652544	0.000259218	0.037004	0.176452	0.786282	2.62077e-06	-0.00180702	-1.64042e-06	0.448085	0.217768	-0.219052	-0.00077682	0.0135635	0.773496	0.173668	0.00278431	0.000742885	0.0362612
999001.306	0.0755342	-86.8204	0.650441	-0.000258465	0.0370024	0.176432	0.786791	3.35562e-05	-0.00180745	-1.62998e-06	0.468136	0.238389	-0.218791	0.000925333	0.0111216	0.774744	0.173676	0.00275627	0.000742846	0.0362595
999001.382	0.0755381	-86.7704	-0.652544	0.000259218	0.0370007	0.176452	0.786285	2.62068e-06	-0.00180702	-1.63723e-06	0.448082	0.217756	-0.21904	-0.00077682	0.0135635	0.773499	0.173668	0.00278431	0.000742818	0.0362579
